"Age","Delay","Sex","Education","Movie_Language","English_Level","Immersion","Frequency_3D","Characters_Familiarity","Enjoyment","Memory","Memory_Global","Presence","Emotion","Interoception"
24.830099109112,8,"Male",1,"VF",5,"2D",3,7,6,56,0.230408858004557,3.44444444444444,3,1
22.6288200613971,9,"Female",2,"VF",3,"3D",1,5,3,48,0.290073656043994,1.66666666666667,1,3.66666666666667
19.8443663405936,6,"Female",1,"VO-STFR",5,"2D",1,5,3,44,-0.263300791690917,1.33333333333333,2.66666666666667,3
26.3742799336284,16,"Male",1,"VF",5,"3D",2,7,6,56,-0.0244512733606633,4.11111111111111,4.66666666666667,2.66666666666667
42.7962596950633,5,"Female",3,"VF",4,"3D",2,6,3,24,-0.854693106701042,1.55555555555556,2,5.33333333333333
31.3381094280401,0,"Female",3,"VO-STFR",3,"2D",2,5,4,64,0.443203874216523,2.11111111111111,3.66666666666667,5.33333333333333
26.2401223797253,17,"Male",1,"VF",4,"3D",6,7,7,56,0.033458526154067,4.44444444444444,6,3.33333333333333
32.8001529746567,3,"Male",2,"VF",6,"2D",4,6,3,24,-0.765961900466086,1.55555555555556,3,6
14.7929237497554,17,"Male",0,"VF",3,"2D",5,6,7,80,1.196669993267,6.55555555555556,3.33333333333333,5.66666666666667
24.7342722848955,4,"Male",1,"VF",3,"3D",3,4,5,20,-0.70352087957135,5.22222222222222,4.66666666666667,2.66666666666667
20.5808639324286,8,"Male",1,"VF",3,"3D",5,7,7,52,0.00156746990349056,6.88888888888889,7,5
31.7816507286991,5,"Male",2,"VF",2,"3D",3,7,7,64,0.226932906867784,5.77777777777778,2.66666666666667,3.66666666666667
20.986074503401,1,"Male",1,"VO-STFR",5,"2D",1,7,5,76,0.970392087114838,4.66666666666667,4.66666666666667,3.33333333333333
21.9224394714588,15,"Male",1,"VF",3,"3D",3,7,4,44,-0.389251826427276,3.33333333333333,3.66666666666667,3
36.7701214064807,5,"Male",3,"VF",5,"2D",1,7,7,56,0.275246000221905,3.22222222222222,5,2.66666666666667
32.7289673338102,1,"Female",3,"VF",4,"3D",2,5,7,40,-0.370226006339074,4.66666666666667,5.66666666666667,6
23.1764019140625,2,"Male",2,"VF",2,"2D",6,6,6,40,-0.123395205873147,5.77777777777778,4.33333333333333,3
49.6793635830672,9,"Female",1,"VF",1,"3D",5,7,5,32,-0.711389537651154,3.66666666666667,4,3.66666666666667
45.6108304177634,19,"Male",2,"VO-STFR",4,"3D",6,7,6,76,0.7052506838153,5.22222222222222,3.66666666666667,4.66666666666667
23.1106920917427,10,"Male",3,"VF",6,"2D",1,6,6,60,0.211841487963537,5,5.33333333333333,3.33333333333333
21.7937577360824,14,"Female",2,"VO-STFR",3,"3D",3,6,6,28,-0.68508741855188,3.77777777777778,5,5.33333333333333
23.4474549311319,12,"Female",3,"VF",4,"3D",1,7,5,48,-0.261145124410334,1.55555555555556,3.33333333333333,4.66666666666667
29.2901532990716,2,"Female",3,"VO-STFR",6,"3D",3,7,7,44,-0.32575616416994,2.88888888888889,4.33333333333333,4.66666666666667
26.8287728713406,19,"Female",3,"VF",6,"3D",4,6,6,36,-0.507941129540939,3,5,5.66666666666667
62.2217259183679,7,"Female",1,"VF",5,"3D",5,6,3,20,-0.912920056570506,1,1.66666666666667,7
18.9654974670657,18,"Female",1,"VF",6,"3D",5,7,6,20,-0.759418869525655,3.44444444444444,3,4.66666666666667
43.7244109353312,8,"Male",3,"VF",3,"3D",4,6,5,36,-0.431234072741911,3.44444444444444,4.66666666666667,6.33333333333333
24.4960741789861,17,"Female",3,"VO-STFR",7,"2D",6,7,6,44,-0.2202810891237,5.55555555555556,5.66666666666667,2
22.6178684243438,13,"Male",1,"VF",5,"2D",4,7,4,52,-0.166090101053795,3.11111111111111,4,4.66666666666667
29.6926259607806,17,"Male",4,"VO-STFR",4,"2D",1,7,5,52,0.211778009719196,2.77777777777778,3.66666666666667,4
14.8011374775454,8,"Male",0,"VF",3,"3D",3,7,7,40,-0.480143992151539,6.22222222222222,5.33333333333333,3
20.123633085453,19,"Male",1,"VF",4,"3D",4,7,7,64,0.545890234474384,5.66666666666667,4.66666666666667,3
28.0279771286778,19,"Male",2,"VF",3,"3D",3,6,7,48,-0.233213496589463,4.44444444444444,3.66666666666667,4.33333333333333
36.4771651153048,14,"Female",3,"VO-STFR",6,"2D",1,7,7,60,0.181520097684476,5.44444444444444,6,7
25.4023221451473,20,"Female",1,"VF",3,"2D",1,7,6,68,0.336485837066583,3.33333333333333,4.33333333333333,4
32.7672980634968,4,"Male",3,"VF",2,"3D",5,7,6,64,0.408871558374709,4.44444444444444,4.66666666666667,3
19.2830949416116,12,"Female",1,"VF",5,"3D",2,6,6,44,-0.312407761999721,5.77777777777778,4.66666666666667,4.66666666666667
19.7485395163772,17,"Male",1,"VF",3,"2D",2,6,4,60,0.357703351026159,3,3.33333333333333,NA
22.1113552106283,1,"Female",2,"VF",5,"3D",4,6,7,64,0.838364780346349,5.11111111111111,6,5.66666666666667
19.9785238944966,11,"Male",2,"VF",4,"2D",2,5,4,48,-0.24880917265404,5,4.33333333333333,3.66666666666667
21.1640386055172,17,"Male",2,"VF",6,"3D",4,5,6,60,0.324845662449687,6.11111111111111,5.33333333333333,1.66666666666667
34.5332495383426,1,"Male",2,"VF",2,"3D",5,7,6,76,1.10017103420865,3.44444444444444,3.66666666666667,3
23.1764019140625,22,"Male",3,"VF",4,"3D",6,7,7,76,0.844502478209735,6.11111111111111,6.33333333333333,6
23.1764019140625,22,"Male",3,"VF",4,"3D",6,7,7,76,0.844502478209735,6.11111111111111,6.33333333333333,6
36.5264474820446,5,"Male",2,"VF",4,"2D",6,4,6,56,0.124298443434953,4.77777777777778,4.33333333333333,3
42.382835396301,7,"Female",0,"VF",2,"2D",1,6,5,24,-0.880234748125368,1.88888888888889,2,3
