"Age","Delay","Sex","Education","Movie_Language","English_Level","Immersion","Frequency_3D","Characters_Familiarity","Enjoyment","Memory","Memory_Global","Presence","Emotion","Interoception"
37.3313928054628,10,"Male",1,"VF",4,"2D",1,7,6,40,-0.500281122092946,6,5.66666666666667,2.66666666666667
32.6495679651737,14,"Female",3,"VF",4,"3D",7,7,7,44,-0.318756272057938,5.55555555555556,5.33333333333333,5.33333333333333
25.6569477066367,0,"Male",3,"VF",7,"2D",1,4,3,12,-1.09298692228481,1,2.66666666666667,7
18.6424241739931,21,"Male",1,"VF",2,"2D",1,3,7,44,-0.331723687016863,4.77777777777778,4,3.66666666666667
32.2991155794679,19,"Male",1,"VF",5,"3D",1,6,3,48,-0.0155115207103952,3.33333333333333,3.66666666666667,6
14.4315197269963,19,"Male",0,"VF",5,"3D",7,6,4,32,-0.252988640136741,5.55555555555556,4,2
20.8656064958146,7,"Male",1,"VO-STFR",6,"2D",2,7,5,44,-0.346767551902927,3,3.66666666666667,3
42.9222035211764,8,"Male",3,"VF",4,"2D",1,2,1,36,-0.198898959354732,1.11111111111111,3.33333333333333,5
19.8032977016437,10,"Female",1,"VF",4,"2D",1,6,6,52,0.0953246521932707,4.66666666666667,4.33333333333333,2
21.958032291882,6,"Male",3,"VF",6,"3D",6,7,5,40,-0.484413156604387,3.88888888888889,3.33333333333333,1
29.1286166525353,9,"Male",2,"VF",4,"2D",2,7,4,48,0.265746150239151,2.88888888888889,2.33333333333333,3.66666666666667
27.9650052156213,3,"Male",3,"VF",6,"2D",2,6,3,68,0.5712272769955,2.66666666666667,4,4
12.3096400479179,18,"Male",0,"VF",2,"2D",3,7,7,44,-0.286376364193709,6.55555555555556,5.66666666666667,4.66666666666667
27.2723141719996,36,"Male",0,"VF",2,"3D",1,5,5,24,-0.886875684688648,4.55555555555556,2,3.66666666666667
23.8033831353644,4,"Male",2,"VF",5,"2D",2,6,5,48,-0.0931687276930185,3.66666666666667,4.33333333333333,2.66666666666667
24.6274938236258,20,"Male",3,"VO-STFR",6,"3D",2,6,6,48,0.294286530517388,5.33333333333333,3.66666666666667,2
29.0410035561088,33,"Male",4,"VO-STFR",7,"3D",6,7,7,80,1.20782319492126,6,5.33333333333333,2
22.0483832975718,7,"Female",2,"VF",6,"2D",2,5,5,28,-0.797930974346651,4.33333333333333,3,4
20.6274083899051,26,"Male",1,"VF",5,"3D",5,7,7,60,0.575200898674542,6.44444444444444,6,6
23.8800445947375,23,"Female",3,"VF",6,"3D",5,7,5,44,-0.202662452176663,2.88888888888889,4.33333333333333,5
23.9375406892674,19,"Male",2,"VF",3,"2D",2,7,6,52,0.231339106240218,4.66666666666667,4.66666666666667,6.66666666666667
22.5083520538107,33,"Female",3,"VO-STFR",6,"3D",5,7,7,64,0.337769571366927,5.55555555555556,7,3.33333333333333
27.6145528299155,30,"Female",3,"VF",6,"2D",1,6,5,56,0.294792330758307,2,3,NA
26.1689367388788,23,"Female",2,"VF",6,"2D",1,7,5,40,-0.266124134814627,4.44444444444444,4.66666666666667,6.33333333333333
27.6282423762321,31,"Female",3,"VF",3,"3D",2,7,6,44,-0.251461290746626,5.88888888888889,5,6
24.3400133509765,2,"Male",2,"VF",6,"2D",1,7,7,72,1.06563579746381,5,3.33333333333333,5.66666666666667
127.066368911003,NA,"Male",3,"VO-STFR",7,"2D",1,7,1,0,-1.28487992789275,1,3,5
31.0725322294974,25,"Female",3,"VO-STFR",6,"2D",2,7,6,48,-0.139047793754547,3.77777777777778,3.66666666666667,5.33333333333333
28.5536557072366,21,"Female",3,"VF",7,"3D",4,2,4,52,0.0655022582777952,4.11111111111111,5,7
28.2004654122674,33,"Female",3,"VF",5,"2D",2,6,7,44,-0.25307512889535,6.11111111111111,6.33333333333333,6.66666666666667
29.6159645014075,21,"Female",4,"VF",7,"2D",1,7,7,36,-0.30793839157905,4.22222222222222,5.66666666666667,4.33333333333333
24.4002473547696,12,"Male",2,"VO-STFR",7,"2D",3,7,3,40,-0.475261966420431,4.11111111111111,4,2.33333333333333
21.1886797888872,50,"Male",2,"VF",6,"3D",2,6,5,28,-0.757076038368392,2.88888888888889,2.66666666666667,2.66666666666667
16.3754353039584,43,"Female",1,"VF",5,"3D",4,5,6,64,0.76934327807021,6,4.33333333333333,NA
28.9369630041024,24,"Female",3,"VF",5,"2D",1,6,5,44,-0.20163785923564,5.44444444444444,4.66666666666667,2.33333333333333
17.9990154971113,34,"Female",1,"VF",5,"2D",1,6,7,72,0.703891069263206,6.11111111111111,5.33333333333333,6.33333333333333
26.2702393816219,34,"Female",3,"VF",6,"2D",1,6,7,44,-0.0163442789686115,5,5,3
20.0798265372397,8,"Male",1,"VF",4,"3D",5,7,6,64,0.179233334119487,5.11111111111111,4,1.66666666666667
24.5699977290959,25,"Male",3,"VF",5,"2D",2,5,5,48,0.376885289993568,2.88888888888889,3,3
29.4188350344479,47,"Male",3,"VO-STFR",5,"3D",2,7,3,20,-0.804128912713941,1.88888888888889,2,4
20.2796939134626,NA,"Male",2,"VF",3,"3D",3,5,5,36,-0.626204906261665,3,2,5.33333333333333
18.3385162457638,0,"Male",1,"VF",6,"3D",4,6,6,48,-0.278920049148124,4.55555555555556,1.66666666666667,6.66666666666667
28.7234060815629,40,"Male",2,"VF",5,"3D",5,7,6,56,0.313662008644486,3.33333333333333,4.33333333333333,5
35.3600981358674,42,"Male",3,"VO-STFR",7,"3D",5,7,5,36,-0.15973504818539,3.77777777777778,4.33333333333333,7
20.843703221708,48,"Male",1,"VO-STFR",5,"3D",4,4,6,4,-1.13299592896746,3.44444444444444,1,3.66666666666667
23.0203410860529,NA,"Male",3,"VO-STFR",5,"3D",3,6,6,76,0.871879345928841,4.88888888888889,5.33333333333333,6.66666666666667
18.850505278006,NA,"Female",1,"VF",6,"3D",6,6,6,60,0.154226025174653,6.77777777777778,6,1
18.9983523782256,NA,"Male",1,"VO-STFR",7,"3D",4,6,6,64,0.554653131865729,5.88888888888889,6,2
33.5968845702848,NA,"Male",2,"VO-STFR",5,"2D",1,5,5,32,-0.423677729155759,3.11111111111111,3,6
18.984662831909,NA,"Male",1,"VF",6,"2D",2,7,6,56,0.355214230290623,3.88888888888889,4.66666666666667,1.66666666666667
